-4.00000 , 0.00000 , 0.00000
-3.99968 , 0.02063 , 0.00000
-3.99898 , 0.04254 , 0.00000
-3.99779 , 0.06582 , 0.00000
-3.99584 , 0.09052 , 0.00000
-3.99307 , 0.11668 , 0.00000
-3.98940 , 0.14438 , 0.00000
-3.98468 , 0.17365 , 0.00000
-3.97873 , 0.20454 , 0.00000
-3.97137 , 0.23709 , 0.00000
-3.96240 , 0.27130 , 0.00000
-3.95162 , 0.30720 , 0.00000
-3.93863 , 0.34470 , 0.00000
-3.92328 , 0.38381 , 0.00000
-3.90541 , 0.42449 , 0.00000
-3.88438 , 0.46651 , 0.00000
-3.86023 , 0.50988 , 0.00000
-3.83226 , 0.55420 , 0.00000
-3.80034 , 0.59934 , 0.00000
-3.76406 , 0.64498 , 0.00000
-3.72304 , 0.69067 , 0.00000
-3.67690 , 0.73593 , 0.00000
-3.62532 , 0.78021 , 0.00000
-3.56806 , 0.82288 , 0.00000
-3.50483 , 0.86314 , 0.00000
-3.43545 , 0.90009 , 0.00000
-3.35993 , 0.93287 , 0.00000
-3.27833 , 0.96047 , 0.00000
-3.19081 , 0.98158 , 0.00000
-3.09783 , 0.99515 , 0.00000
-3.00000 , 1.00000 , 0.00000
-2.89844 , 1.00000 , 0.00000
-2.79377 , 1.00000 , 0.00000
-2.68604 , 1.00000 , 0.00000
-2.57531 , 1.00000 , 0.00000
-2.46167 , 1.00000 , 0.00000
-2.34518 , 1.00000 , 0.00000
-2.22597 , 1.00000 , 0.00000
-2.10415 , 1.00000 , 0.00000
-1.97985 , 1.00000 , 0.00000
-1.85322 , 1.00000 , 0.00000
-1.72441 , 1.00000 , 0.00000
-1.59362 , 1.00000 , 0.00000
-1.46101 , 1.00000 , 0.00000
-1.32680 , 1.00000 , 0.00000
-1.19118 , 1.00000 , 0.00000
-1.05439 , 1.00000 , 0.00000
-0.91664 , 1.00000 , 0.00000
-0.77816 , 1.00000 , 0.00000
-0.63920 , 1.00000 , 0.00000
-0.50000 , 1.00000 , 0.00000
-0.36080 , 1.00000 , 0.00000
-0.22184 , 1.00000 , 0.00000
-0.08336 , 1.00000 , 0.00000
0.05439 , 1.00000 , 0.00000
0.19118 , 1.00000 , 0.00000
0.32680 , 1.00000 , 0.00000
0.46101 , 1.00000 , 0.00000
0.59362 , 1.00000 , 0.00000
0.72441 , 1.00000 , 0.00000
0.85322 , 1.00000 , 0.00000
0.97985 , 1.00000 , 0.00000
1.10415 , 1.00000 , 0.00000
1.22597 , 1.00000 , 0.00000
1.34518 , 1.00000 , 0.00000
1.46167 , 1.00000 , 0.00000
1.57531 , 1.00000 , 0.00000
1.68604 , 1.00000 , 0.00000
1.79377 , 1.00000 , 0.00000
1.89844 , 1.00000 , 0.00000
2.00000 , 1.00000 , 0.00000
2.10069 , 0.99861 , 0.00000
2.20253 , 0.99477 , 0.00000
2.30509 , 0.98824 , 0.00000
2.40796 , 0.97885 , 0.00000
2.51073 , 0.96676 , 0.00000
2.61294 , 0.95184 , 0.00000
2.71414 , 0.93395 , 0.00000
2.81393 , 0.91332 , 0.00000
2.91188 , 0.88997 , 0.00000
3.00753 , 0.86375 , 0.00000
3.10050 , 0.83485 , 0.00000
3.19044 , 0.80343 , 0.00000
3.27700 , 0.76959 , 0.00000
3.35975 , 0.73322 , 0.00000
3.43842 , 0.69462 , 0.00000
3.51275 , 0.65398 , 0.00000
3.58249 , 0.61145 , 0.00000
3.64725 , 0.56700 , 0.00000
3.70686 , 0.52097 , 0.00000
3.76119 , 0.47366 , 0.00000
3.81008 , 0.42531 , 0.00000
3.85309 , 0.37593 , 0.00000
3.89038 , 0.32615 , 0.00000
3.92202 , 0.27638 , 0.00000
3.94768 , 0.22680 , 0.00000
3.96782 , 0.17809 , 0.00000
3.98272 , 0.13065 , 0.00000
3.99257 , 0.08490 , 0.00000
3.99808 , 0.04125 , 0.00000
4.00000 , 0.00000 , 0.00000
4.05277 , 0.00000 , 0.00000
4.11148 , 0.00000 , 0.00000
4.17677 , 0.00000 , 0.00000
4.24934 , 0.00000 , 0.00000
4.32997 , 0.00000 , 0.00000
4.41951 , 0.00000 , 0.00000
4.51887 , 0.00000 , 0.00000
4.62907 , 0.00000 , 0.00000
4.75118 , 0.00000 , 0.00000
4.88639 , 0.00000 , 0.00000
5.03597 , 0.00000 , 0.00000
5.20127 , 0.00000 , 0.00000
5.38373 , 0.00000 , 0.00000
5.58489 , 0.00000 , 0.00000
5.80637 , 0.00000 , 0.00000
6.04984 , 0.00000 , 0.00000
6.31706 , 0.00000 , 0.00000
6.60979 , 0.00000 , 0.00000
6.92984 , 0.00000 , 0.00000
7.27900 , 0.00000 , 0.00000
7.65901 , 0.00000 , 0.00000
8.07153 , 0.00000 , 0.00000
8.51808 , 0.00000 , 0.00000
9.00000 , 0.00000 , 100.00052
-4.01132 , 0.00000 , 0.00000
-4.01100 , 0.02096 , 0.00000
-4.01030 , 0.04330 , 0.00000
-4.00911 , 0.06708 , 0.00000
-4.00716 , 0.09237 , 0.00000
-4.00440 , 0.11924 , 0.00000
-4.00074 , 0.14775 , 0.00000
-3.99603 , 0.17795 , 0.00000
-3.99010 , 0.20986 , 0.00000
-3.98275 , 0.24351 , 0.00000
-3.97381 , 0.27889 , 0.00000
-3.96306 , 0.31598 , 0.00000
-3.95011 , 0.35467 , 0.00000
-3.93482 , 0.39494 , 0.00000
-3.91700 , 0.43672 , 0.00000
-3.89604 , 0.47974 , 0.00000
-3.87080 , 0.52293 , 0.00000
-3.84168 , 0.56708 , 0.00000
-3.80856 , 0.61204 , 0.00000
-3.77108 , 0.65749 , 0.00000
-3.72888 , 0.70300 , 0.00000
-3.68162 , 0.74808 , 0.00000
-3.62902 , 0.79218 , 0.00000
-3.57084 , 0.83468 , 0.00000
-3.50682 , 0.87478 , 0.00000
-3.43679 , 0.91157 , 0.00000
-3.36076 , 0.94422 , 0.00000
-3.27877 , 0.97170 , 0.00000
-3.19100 , 0.99271 , 0.00000
-3.09788 , 1.00621 , 0.00000
-3.00000 , 1.01103 , 0.00000
-2.89844 , 1.01101 , 0.00000
-2.79377 , 1.01099 , 0.00000
-2.68604 , 1.01097 , 0.00000
-2.57531 , 1.01095 , 0.00000
-2.46167 , 1.01093 , 0.00000
-2.34518 , 1.01090 , 0.00000
-2.22597 , 1.01088 , 0.00000
-2.10415 , 1.01086 , 0.00000
-1.97985 , 1.01084 , 0.00000
-1.85322 , 1.01081 , 0.00000
-1.72441 , 1.01079 , 0.00000
-1.59362 , 1.01076 , 0.00000
-1.46101 , 1.01074 , 0.00000
-1.32680 , 1.01071 , 0.00000
-1.19118 , 1.01069 , 0.00000
-1.05439 , 1.01066 , 0.00000
-0.91664 , 1.01064 , 0.00000
-0.77816 , 1.01061 , 0.00000
-0.63920 , 1.01058 , 0.00000
-0.50000 , 1.01056 , 0.00000
-0.36080 , 1.01053 , 0.00000
-0.22184 , 1.01050 , 0.00000
